,SABRE Swaps,MPATH Swaps,SABRE Depth,MPATH Depth,SABRE Time,MPATH Time
bigadder_n18,175.60000000000002,62.599999999999994,253.39999999999998,194.6,0.9029311212,4.2645199372
qft_n20,-1.0,N/A,-1.0,N/A,-1.0,N/A
ising_n26,-1.0,N/A,-1.0,N/A,-1.0,N/A
bv_n19,43.2,23.000000000000004,44.0,44.0,0.2800358636000027,0.6257932872000027
dnn_n16,60.00000000000006,60.00000000000006,110.20000000000002,108.0,3.1234760126000283,159.775864399
multiplier_n25,-1.0,N/A,-1.0,N/A,-1.0,N/A
wstate_n27,90.60000000000001,81.99999999999999,84.8,55.0,0.648802850400034,2.626346979599975
ghz_state_n23,3.1999999999999993,23.0,25.4,43.0,0.14772245139997722,0.5754920350000702
cat_state_n22,1.0,9.000000000000002,23.599999999999998,32.0,0.13620101860010436,0.36903661699993795
square_root_n18,-1.0,N/A,-1.0,N/A,-1.0,N/A
cc_n18,36.599999999999994,22.000000000000004,77.8,79.0,0.28537600779991407,0.8359009295999386
